title,authors,released,publisher,label,serialization,volume,notification,entry link,img src
放課後ていぼう日誌 (10),小坂泰之,2023-02-20,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,10,,http://yurinavi.com/2023/01/31/houkago-teibou-10/,http://yurinavi.com/wp-content/uploads/2023/01/houkago-teibou-10.jpg
タダでは抱かれません (3),檜原 フキ,2023-02-20,講談社,ヤンマガ,,3,,http://yurinavi.com/2023/01/29/tadadeha-3/,http://yurinavi.com/wp-content/uploads/2023/01/tadadeha-3.jpg
廃深 (1),いづみみなみ / qureate,2023-02-20,一二三,ノヴァ,,1,,http://yurinavi.com/2023/02/04/haishin-1/,http://yurinavi.com/wp-content/uploads/2023/02/haishin-1.jpg
ガレット No.25,,2023-02-20,ガレット,ワークス,,25,,http://yurinavi.com/2023/02/09/galette-25/,http://yurinavi.com/wp-content/uploads/2023/02/galette-25.jpg
ガレットmeets (20),,2023-02-20,ガレット,ワークス,,20,,http://yurinavi.com/2023/02/09/galette-meets-20/,http://yurinavi.com/wp-content/uploads/2023/02/galette-meets-20.jpg
はなものがたり (2),schwinn,2023-02-21,カドカワ,ﾌﾗｯﾊﾟｰ,,2,,http://yurinavi.com/2023/01/31/hanamonogatari-2/,http://yurinavi.com/wp-content/uploads/2023/02/hanamonogatari-2.jpg
ガーンズバック変換,陸 秋槎,2023-02-21,早川書房,,,1,True,http://yurinavi.com/2023/02/08/gernsback/,http://yurinavi.com/wp-content/uploads/2023/02/gernsback.jpg
ご注文はうさぎですか？(11),Koi,2023-02-22,芳文社,きらら,,11,,http://yurinavi.com/2023/01/31/gochiusa-11/,http://yurinavi.com/wp-content/uploads/2023/01/gochiusa-11.jpg
わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) (5),みかみてれん / 竹嶋 えく,2023-02-24,集英社,ダッシュ,,5,,http://yurinavi.com/2023/01/17/watanare-5/,http://yurinavi.com/wp-content/uploads/2023/01/watanare-5.jpg
黒百合ミステリー,阿南 まゆき,2023-02-24,小学館,,,1,True,http://yurinavi.com/2023/02/02/kuroyuri/,http://yurinavi.com/wp-content/uploads/2023/02/kuroyuri-misuteri-.jpg
機動戦士ガンダム 水星の魔女 (1),高島 雄哉,2023-02-25,カドカワ,エース,,1,,http://yurinavi.com/2023/02/02/suiseinomajyo-syousetsu-1/,http://yurinavi.com/wp-content/uploads/2023/02/suiseinomajyo-syousetsu-1.jpg
つりこまち (4),山崎夏軌,2023-02-25,スクエニ,ガンガン,,4,,http://yurinavi.com/2023/02/02/tsurikomachi-4/,http://yurinavi.com/wp-content/uploads/2023/02/tsurikomachi-4.jpg
兄の嫁と暮らしています。(13),くずしろ,2023-02-25,スクエニ,ガンガン,,13,,http://yurinavi.com/2023/02/02/aniyome-13/,http://yurinavi.com/wp-content/uploads/2023/02/aniyome-13.jpg
いびってこない義母と義姉 (4),おつじ,2023-02-25,一迅社,POOL,,4,,http://yurinavi.com/2023/02/06/ibittekonai-4/,http://yurinavi.com/wp-content/uploads/2023/02/ibittekonai-4.jpg
桜の世界 (下),つるせ,2023-02-27,カドカワ,,,1,True,http://yurinavi.com/2023/01/29/sakuranosekai-ge/,http://yurinavi.com/wp-content/uploads/2023/01/sakuranosekai-ge.jpg
苺ましまろ (8)[電子版],ばらスィー,2023-02-27,カドカワ,電撃,,8,,http://yurinavi.com/2023/02/22/ichigomashimaro-8/,http://yurinavi.com/wp-content/uploads/2023/02/ichigo-mashimaro-8.jpg
苺ましまろ (9),ばらスィー,2023-02-27,カドカワ,電撃,,9,,http://yurinavi.com/2023/02/04/ichigomashimaro-9/,http://yurinavi.com/wp-content/uploads/2023/02/ichigo-mashimaro-9.jpg
大正忌憚魔女 (1),うさみ みき,2023-02-27,カドカワ,キューン,,1,,http://yurinavi.com/2023/02/03/taisyo-kitan-1/,http://yurinavi.com/wp-content/uploads/2023/02/taisyo-kitan-1.jpg
RPG不動産 (5),険持ちよ,2023-02-27,芳文社,きらら,,5,,http://yurinavi.com/2023/02/03/rpg-hudousan-5/,http://yurinavi.com/wp-content/uploads/2023/02/rpg-hudousan-5.jpg
桔香ちゃんは悪役令嬢になりたい！(2),相馬康平 / 日下氏,2023-02-27,芳文社,きらら,,2,,http://yurinavi.com/2023/02/03/kikkachan-2/,http://yurinavi.com/wp-content/uploads/2023/02/kikkachan-2.jpg
この百合はフィクションです (1),むちゃハム,2023-02-28,白泉社,アニマル,,1,,http://yurinavi.com/2023/01/28/konoyuriha-fiction-desu-1/,http://yurinavi.com/wp-content/uploads/2023/01/konoyuriha-1.jpg
もういっぽん！(21),村岡ユウ,2023-01-06,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,21,,http://yurinavi.com/2023/01/04/mouippon-21/,http://yurinavi.com/wp-content/uploads/2023/01/mouippon-21.jpg
紅茶の魔女の優雅なる宮廷生活 チートをひた隠す最弱魔導師の窓際ライフ (1),蛙田アメコ / ヨリフジ,2023-01-07,コア,ゼノン,,1,,http://yurinavi.com/2022/12/28/koutyanomajyo-1/,http://yurinavi.com/wp-content/uploads/2022/12/koutyanomajyo-1.jpg
剣士を目指して入学したのに魔法適性9999なんですけど!? (11),iimAn&惟丞 / 年中麦茶太郎,2023-01-07,カドカワ,ドラゴン,,11,,http://yurinavi.com/2022/12/28/kenshimezashite-comic-11/,http://yurinavi.com/wp-content/uploads/2022/12/kenshimezashite-comic-11.jpg
声優ラジオのウラオモテ #08 夕陽とやすみは負けられない?,二月公 / さばみぞれ,2023-01-07,カドカワ,電撃,,08,,http://yurinavi.com/2022/12/28/seiyu-radio-8/,http://yurinavi.com/wp-content/uploads/2022/12/seiyu-raziono-uraomote-8.jpg
不揃いの連理 (7),みかん氏,2023-01-10,カドカワ,,,7,,http://yurinavi.com/2022/12/27/fuzoroi-7/,http://yurinavi.com/wp-content/uploads/2022/12/fuzoroi-7.jpg
繭、纏う (5),原百合子,2023-01-12,カドカワ,ビーム,,5,,http://yurinavi.com/2022/12/28/mayumatou-5/,http://yurinavi.com/wp-content/uploads/2022/12/mayumatou-5.jpg
繭、纏う (6),原百合子,2023-01-12,カドカワ,ビーム,,6,,http://yurinavi.com/2022/12/28/mayumatou-6/,http://yurinavi.com/wp-content/uploads/2022/12/mayumatou-6.jpg
私の中でいちばんに光る、貴方,やとさき はる,2023-01-12,カドカワ,ビーム,,1,True,http://yurinavi.com/2022/12/28/watashinonakade/,http://yurinavi.com/wp-content/uploads/2022/12/watashinonakade-1.jpg
イベリスの花嫁 (2),秋山 はる,2023-01-12,小学館,ビッグ,,2,,http://yurinavi.com/2022/12/28/iberis-2/,http://yurinavi.com/wp-content/uploads/2022/12/iberisuno-2.jpg
小林さんちのメイドラゴン エルマのＯＬ日記 (7),カザマアヤミ / クール教信者,2023-01-12,双葉社,ｱｸｼｮﾝ,,7,,http://yurinavi.com/2022/12/29/eruma-7/,http://yurinavi.com/wp-content/uploads/2022/12/eruma-7.jpg
カワセミさんの釣りごはん (7),匡乃下キヨマサ,2023-01-12,双葉社,ｱｸｼｮﾝ,,7,,http://yurinavi.com/2022/12/29/kawasemisan-7/,http://yurinavi.com/wp-content/uploads/2022/12/kawasemisan-7.jpg
citrus + (5),サブロウタ,2023-01-13,一迅社,百合姫,,5,,http://yurinavi.com/2022/12/29/citrus-purasu-5/,http://yurinavi.com/wp-content/uploads/2022/12/citrus-purasu-5.jpg
おとなになっても (8),志村 貴子,2023-01-13,講談社,KISS,,8,,http://yurinavi.com/2023/01/04/otonaninattemo-8/,http://yurinavi.com/wp-content/uploads/2023/01/otonani-nattemo-8.jpg
ハクメイとミコチ (11),樫木 祐人,2023-01-14,カドカワ,ハルタ,,11,,http://yurinavi.com/2023/01/09/hakumei-11/,http://yurinavi.com/wp-content/uploads/2023/01/hakumeito-mikochi-11.jpg
ひきこまり吸血姫の悶々 (10),小林湖底 / りいちゅ,2023-01-14,SB,GA,,10,,http://yurinavi.com/2023/01/14/hikikomori-kyuketsuki-10/,http://yurinavi.com/wp-content/uploads/2023/01/hikikomori-kyuuketsuki-10.jpg
スライム倒して300年、知らないうちにレベルMAXになってました (22),森田季節 / 紅緒,2023-01-14,SB,GA,,22,,http://yurinavi.com/2023/01/14/suraimutaoshite-22/,http://yurinavi.com/wp-content/uploads/2023/01/suraimutaoshite-22.jpg
ヴァンパイアハンターに優しいギャル,倉田 和算 / 林 けゐ,2023-01-14,SB,GA,,1,True,http://yurinavi.com/2023/01/14/yasashiigyaru-1/,http://yurinavi.com/wp-content/uploads/2023/01/yasashiigyaru-1.jpg
夏とレモンとオーバーレイ,宮原都 / Ru,2023-01-18,一迅社,百合姫,,1,True,http://yurinavi.com/2022/12/29/natsutolemon/,http://yurinavi.com/wp-content/uploads/2022/12/natsutolemon.jpg
ささやくように恋を唄う (7),竹嶋 えく,2023-01-18,一迅社,百合姫,,7,,http://yurinavi.com/2023/01/09/sasakoi-7/,http://yurinavi.com/wp-content/uploads/2023/01/sasakoi-7.jpg
コミック百合姫2023年3月号,,2023-01-18,一迅社,,,,,http://yurinavi.com/2023/01/16/yurihime-202303/,http://yurinavi.com/wp-content/uploads/2023/01/yurihime-202303.jpg
バニーズクエスト (2),戸崎映,2023-01-19,講談社,ヤンマガ,,2,,http://yurinavi.com/2023/01/09/bunnies-quest-2/,http://yurinavi.com/wp-content/uploads/2023/01/bunnies-quest-2.jpg
転生王女と天才令嬢の魔法革命 (6),鴉ぴえろ / きさらぎ ゆり,2023-01-20,カドカワ,ﾌｧﾝﾀｼﾞｱ,,6,,http://yurinavi.com/2023/01/16/tenten-6/,http://yurinavi.com/wp-content/uploads/2023/01/tenten-6.jpg
裏世界ピクニック (8),宮澤 伊織,2023-01-24,早川書房,,,8,,http://yurinavi.com/2023/01/16/urasekai-8/,http://yurinavi.com/wp-content/uploads/2023/01/urasekai-8.jpg
コスプレ百合えっちアンソロジー,アンソロジー,2023-01-25,一迅社,百合姫,,1,True,http://yurinavi.com/2023/01/16/kosupureyuriecchi-ansoro/,http://yurinavi.com/wp-content/uploads/2023/01/kosupureyuriecchi-ansoro.jpg
きみが死ぬまで恋をしたい (6),あおの なち,2023-01-25,一迅社,百合姫,,6,,http://yurinavi.com/2023/01/16/kimishinu-6/,http://yurinavi.com/wp-content/uploads/2023/01/kimiga-shinumade-6.jpg
ひきこまり吸血姫の悶々 (2),小林湖底 / りいちゅ,2023-01-25,スクエニ,ガンガン,,2,,http://yurinavi.com/2023/01/16/hikikomori-kyuketsuki-comic-2/,http://yurinavi.com/wp-content/uploads/2023/01/hikikomori-kyuuketsuki-comic-2.jpg
放課後温泉が～る,猫間ことみつ,2023-01-25,GOT,MeDu,,1,True,http://yurinavi.com/2023/01/17/houkago-onsen-1/,http://yurinavi.com/wp-content/uploads/2023/01/houkago-onsen-1.jpg
ぬるめた (3),こかむも,2023-01-26,芳文社,きらら,,3,,http://yurinavi.com/2023/01/18/nurumeta-3/,http://yurinavi.com/wp-content/uploads/2023/01/nurumeta-3.jpg
恋する小惑星 (5),Quro,2023-01-26,芳文社,きらら,,5,,http://yurinavi.com/2023/01/18/koisuru-asuteroido-5/,http://yurinavi.com/wp-content/uploads/2023/01/koisuru-asuteroido-5.jpg
死神ドットコム (2),優しい内臓,2023-01-26,芳文社,きらら,,2,,http://yurinavi.com/2023/01/18/shinigami-dotcom-2/,http://yurinavi.com/wp-content/uploads/2023/01/shinigami-dotcom-2.jpg
シメジ シミュレーション (4),つくみず,2023-01-27,カドカワ,キューン,,4,,http://yurinavi.com/2023/01/17/shimeji-4/,http://yurinavi.com/wp-content/uploads/2023/01/shimeji-4.jpg
桜の世界 (上),つるせ,2023-01-27,カドカワ,,,1,True,http://yurinavi.com/2023/01/20/sakuranosekai-jyou/,http://yurinavi.com/wp-content/uploads/2023/01/sakuranosekai-jyou.jpg
どっちにしろ、どつぼ (2),廣島ガウォ,2023-01-27,白泉社,アニマル,,2,,http://yurinavi.com/2023/02/05/docchinishiro-2/,http://yurinavi.com/wp-content/uploads/2023/02/docchinishiro-2.jpg
オカルト研は存在しない！！(3),河原井優貴,2023-01-27,白泉社,アニマル,,3,,http://yurinavi.com/2023/02/05/okarutokenha-3/,http://yurinavi.com/wp-content/uploads/2023/02/okarutokenha-3.jpg
破滅の恋人 (1),郷本,2023-01-31,白泉社,楽園,,1,,http://yurinavi.com/2023/01/17/hametsunokoibito-1/,http://yurinavi.com/wp-content/uploads/2023/01/hametsunokoibito-1.jpg
君の教室が永遠の眠りにつくまで,鵺野 莉紗,2022-12-06,カドカワ,,,1,True,http://yurinavi.com/2022/11/19/kiminokyoushitsuga/,http://yurinavi.com/wp-content/uploads/2022/11/kiminokyoushitsuga.jpg
忘れえぬ魔女の物語 (2),宇佐楢春 / やまだしゅら,2022-12-07,スクエニ,ガンガン,,2,,http://yurinavi.com/2022/11/03/wasureenumajyo-comic-2/,http://yurinavi.com/wp-content/uploads/2022/11/wasurenumajyono-monogatari-comic-2.jpg
やくならマグカップも こみからいず！(2),梶原おさむ,2022-12-08,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,2,,http://yurinavi.com/2022/11/04/yakunara-2/,http://yurinavi.com/wp-content/uploads/2022/11/yakunara-2.jpg
安達としまむら (11),入間人間 / raemz,2022-12-09,カドカワ,電撃文庫,,11,,http://yurinavi.com/2022/11/02/adashima-11/,http://yurinavi.com/wp-content/uploads/2022/11/adashima-11.jpg
私の初恋相手がキスしてた (3),入間 人間 / フライ,2022-12-09,カドカワ,電撃文庫,,3,,http://yurinavi.com/2022/11/02/watashinohatsukoiaitega-3/,http://yurinavi.com/wp-content/uploads/2022/11/watashinohatsukoiaitega-3.jpg
少女たちの痕にくちづけを (2),春花 あや,2022-12-09,カドカワ,エース,,2,,http://yurinavi.com/2022/11/03/syoujyotachino-kizuatoni-2/,http://yurinavi.com/wp-content/uploads/2022/11/syoujyotachino-kizuatoni-2.jpg
先輩、美味しいですか？(2),みかん氏,2022-12-09,カドカワ,エース,,2,,http://yurinavi.com/2022/11/19/senpai-oishiidesuka-2/,http://yurinavi.com/wp-content/uploads/2022/11/senpai-oishiidesuka-2.jpg
アネモネは熱を帯びる (4),桜木蓮,2022-12-12,芳文社,きらら,,4,,http://yurinavi.com/2022/11/03/anemone-4/,http://yurinavi.com/wp-content/uploads/2022/11/anemone-4.jpg
女だから、とパーティを追放されたので伝説の魔女と最強タッグを組みました (3),蛙田あめこ / りりうら世都,2022-12-12,小学館,サンデー,,3,,http://yurinavi.com/2022/11/04/onnadakara-comic-3/,http://yurinavi.com/wp-content/uploads/2022/11/onnadakarato-comic-3.jpg
スライム倒して300年、知らないうちにレベルMAXになってました (12),森田季節 / シバユウスケ,2022-12-12,スクエニ,ガンガン,,12,,http://yurinavi.com/2022/11/04/suraimutaoshite-comic-12/,http://yurinavi.com/wp-content/uploads/2022/11/suraimutaoshite-comic-12.jpg
小林さんちのメイドラゴン カンナの日常 (11),木村光博 / クール教信者,2022-12-12,双葉社,ｱｸｼｮﾝ,,11,,http://yurinavi.com/2022/11/10/kanna-11/,http://yurinavi.com/wp-content/uploads/2022/11/kanna-11.jpg
夢でフラれてはじまる百合 (1),ヒジキ,2022-12-15,竹書房,バンブー,,1,,http://yurinavi.com/2022/10/26/yumedefurarete-1/,http://yurinavi.com/wp-content/uploads/2022/12/yumedefurarete-1.jpg
百合オタに百合はご法度です!? (3),U-temo,2022-12-15,双葉社,ｱｸｼｮﾝ,,3,,http://yurinavi.com/2022/11/04/yuriota-3/,http://yurinavi.com/wp-content/uploads/2022/11/yuriotani-3.jpg
ロンリーガールに逆らえない (6),樫風,2022-12-16,一迅社,百合姫,,6,,http://yurinavi.com/2022/11/05/lonely-girl-6//,http://yurinavi.com/wp-content/uploads/2022/11/lonely-girl-6.jpg
私の推しは悪役令嬢。(5),青乃下 / いのり。,2022-12-16,一迅社,百合姫,,5,,http://yurinavi.com/2022/11/05/wataoshi-comic-5/,http://yurinavi.com/wp-content/uploads/2022/11/wataoshi-comic-5.jpg
私の推しは悪役令嬢。-Revolution- (3),いのり。/ 花ヶ田,2022-12-16,一迅社,,,3,,http://yurinavi.com/2022/11/10/wataoshi-revolution-3/,http://yurinavi.com/wp-content/uploads/2022/11/wataoshi-revolution-3.jpg
コミック百合姫2023年2月号,,2022-12-16,一迅社,,,,,http://yurinavi.com/2022/12/15/yurihime-202302/,http://yurinavi.com/wp-content/uploads/2022/12/yurihime-202302.jpg
夜嵐にわらう (3),筒井いつき,2022-12-19,集英社,ジャンプ,,3,,http://yurinavi.com/2022/11/10/yoarashi-3/,http://yurinavi.com/wp-content/uploads/2022/11/yoarashi-3.jpg
全部君のせいだ (1),merryhachi,2022-12-19,集英社,ジャンプ,,1,,http://yurinavi.com/2022/11/10/zenbukiminoseida-1/,http://yurinavi.com/wp-content/uploads/2022/11/zenbukiminoseida-1.jpg
きみと観たいレースがある (1),くわばら たもつ / 渡辺零 / 駿馬京,2022-12-19,集英社,ホーム,,1,,http://yurinavi.com/2022/11/25/kimitomitai-1/,http://yurinavi.com/wp-content/uploads/2022/11/kimitomita-1.jpg
お姉さまと巨人 お嬢さまが異世界転生 (2),Be-con,2022-12-20,カドカワ,青騎士,,2,,http://yurinavi.com/2022/12/16/oneesamato-kyojin-2/,http://yurinavi.com/wp-content/uploads/2022/12/oneesamato-kyojin-2.jpg
タダでは抱かれません (2),檜原 フキ,2022-12-20,講談社,ヤンマガ,,2,,http://yurinavi.com/2022/12/16/tadadeha-2/,http://yurinavi.com/wp-content/uploads/2022/12/tadadeha-2.jpg
ごくちゅう！(3),こんぱる / ふじしまぺポ,2022-12-20,講談社,ヤンマガ,,3,,http://yurinavi.com/2022/12/27/gokuchu-3/,http://yurinavi.com/wp-content/uploads/2022/12/gokuchu-3.jpg
平民のくせに生意気な！(2),いのり。/ 花ヶ田,2022-12-20,GL文庫,,,2,,http://yurinavi.com/2022/12/17/heiminnokuseni-2/,http://yurinavi.com/wp-content/uploads/2022/12/heiminnokuseni-2.jpg
アサルトリリィ Last Bullet コミックアンソロジー (2),アンソロジー,2022-12-21,ﾌﾞｼﾛｰﾄﾞ,,,2,,http://yurinavi.com/2022/12/17/assaultlily-last-bullet-2/,http://yurinavi.com/wp-content/uploads/2022/12/assaultlily-last-bullet-2.jpg
リコリス・リコイル (1),備前 やすのり,2022-12-22,カドカワ,ﾌﾗｯﾊﾟｰ,,1,,http://yurinavi.com/2022/11/25/lycoris-recoil-comic-1/,http://yurinavi.com/wp-content/uploads/2022/11/lycoris-recoil-comic-1.jpg
リコリス・リコイル 公式コミックアンソロジー リロード,アンソロジー,2022-12-22,カドカワ,電撃,,1,True,http://yurinavi.com/2022/12/16/lycoris-recoil-anssoro-reload/,http://yurinavi.com/wp-content/uploads/2022/12/lycoris-recoil-anssoro-reload.jpg
リコリス・リコイル 公式コミックアンソロジー リアクト,アンソロジー,2022-12-22,カドカワ,MFC,,1,True,http://yurinavi.com/2022/12/16/lycoris-recoil-anssoro-react/,http://yurinavi.com/wp-content/uploads/2022/12/lycoris-recoil-anssoro-react.jpg
リコリス・リコイル 公式コミックアンソロジー リピート,アンソロジー,2022-12-22,カドカワ,MFC,,1,True,http://yurinavi.com/2022/12/16/lycoris-recoil-re/,http://yurinavi.com/wp-content/uploads/2022/12/lycoris-recoil-anssoro-re.jpg
モダン†ロマネスコ (2),きくらげ,2022-12-22,カドカワ,アライブ,,2,,http://yurinavi.com/2022/12/18/modan-romanesuko-2/,http://yurinavi.com/wp-content/uploads/2022/12/modan-romanesuko-2.jpg
契約しましょ おつかれさま女子、世話焼き悪魔と暮らす (1),橋本 ライドン,2022-12-23,カドカワ,MFC,,1,,http://yurinavi.com/2022/12/17/keiyakushimasyo-1/,http://yurinavi.com/wp-content/uploads/2022/12/keiyakushimasyo-1.jpg
百合の間に挟まれたわたしが、勢いで二股してしまった話 (3),としぞう / 椎名くろ,2022-12-25,オーバー,ラップ,,3,,http://yurinavi.com/2022/12/17/yurinoaidani-hasamaretawatashiga-3/,http://yurinavi.com/wp-content/uploads/2022/04/yurinoaidani-hasamaretawatashiga-3.jpg
大室家 (6),なもり,2022-12-26,一迅社,百合姫,,6,,http://yurinavi.com/2022/11/05/oomuroke-6/,http://yurinavi.com/wp-content/uploads/2022/11/oomuroke-6.jpg
ゆるゆり (22),なもり,2022-12-26,一迅社,百合姫,,22,,http://yurinavi.com/2022/11/05/yuruyuri-22/,http://yurinavi.com/wp-content/uploads/2022/11/yuruyuri-22.jpg
姫と女勇者が結ばれるための12の聖行為 (2),モリダム,2022-12-26,芳文社,FUZ,,2,,http://yurinavi.com/2022/12/18/himetoyuusyaga-2/,http://yurinavi.com/wp-content/uploads/2022/12/himetoyuusyaga-2.jpg
きもちわるいから君がすき (1),西畑けい,2022-12-26,芳文社,きらら,,1,,http://yurinavi.com/2022/12/19/kimochiwaruikara-1/,http://yurinavi.com/wp-content/uploads/2022/12/kimochiwaruikara-1.jpg
しあわせ鳥見んぐ (2),わらびもちきなこ,2022-12-26,芳文社,きらら,,2,,http://yurinavi.com/2022/12/19/shiawase-torimingu-2/,http://yurinavi.com/wp-content/uploads/2022/12/shiawase-torimingu-2.jpg
マグロちゃんは食べられたい！(1),はも,2022-12-26,芳文社,きらら,,1,,http://yurinavi.com/2022/12/19/magurochan-1/,http://yurinavi.com/wp-content/uploads/2022/12/magurochan-1.jpg
メジロバナの咲く (3),中村明日美子,2022-12-26,白泉社,楽園,,3,,http://yurinavi.com/2022/12/18/mejirobana-3/,http://yurinavi.com/wp-content/uploads/2022/12/mejirobana-3.jpg
さみしさの音がする,シギサワ カヤ,2022-12-26,白泉社,楽園,,1,True,http://yurinavi.com/2022/12/27/samishisano/,http://yurinavi.com/wp-content/uploads/2022/12/samishisano-1.jpg
どれが恋かがわからない (2),奥たまむし,2022-12-27,カドカワ,キューン,,2,,http://yurinavi.com/2022/12/18/doregakoikaga-2/,http://yurinavi.com/wp-content/uploads/2022/12/doregakoikaga-2.jpg
わたしのために脱ぎなさいっ！(6),九郎,2022-12-27,カドカワ,キューン,,6,,http://yurinavi.com/2022/12/20/watanugi-6/,http://yurinavi.com/wp-content/uploads/2022/12/watanugi-6.jpg
ガヴリールドロップアウト (13),うかみ,2022-12-27,カドカワ,電撃,,13,,http://yurinavi.com/2022/12/20/gabdro-13/,http://yurinavi.com/wp-content/uploads/2022/12/gavuri-ru-13.jpg
たびみまん (2),赤樫,2022-12-27,カドカワ,電撃,,2,,http://yurinavi.com/2022/12/20/tabimiman-2/,http://yurinavi.com/wp-content/uploads/2022/12/tabimiman-2.jpg
永世乙女の戦い方 (8),くずしろ,2022-12-28,小学館,ビッグ,,8,,http://yurinavi.com/2022/11/25/eiseiotome-8/,http://yurinavi.com/wp-content/uploads/2022/11/eiseiotome-8..jpg
ハートのおくりもの match作品集,match,2022-12-28,GOT,MeDu,,1,True,http://yurinavi.com/2022/12/19/heartno-okurimono/,http://yurinavi.com/wp-content/uploads/2022/12/heartno-okurimono.jpg
猫ノ山寧々子はネコになる,ひのはら / ミト,2022-12-28,カドカワ,,,1,True,http://yurinavi.com/2022/12/20/nekonoyama-1/,http://yurinavi.com/wp-content/uploads/2022/12/nekonoyama-1.jpg
かわいいから襲ってみた総集編 (2),大島永遠 / 大島智,2022-12-29,ブリック,BLIC-GL,,2,,http://yurinavi.com/2022/12/27/kawaiikaraosottemita-2/,http://yurinavi.com/wp-content/uploads/2022/12/kawaiikaraosottemita-2.jpg
新婚なので、止まりません。 ふたりとも、はじめて。,大島永遠 / 大島智,2022-12-30,ブリック,BLIC-GL,,1,True,http://yurinavi.com/2022/12/27/shinkonnanode/,http://yurinavi.com/wp-content/uploads/2022/12/shinkonnanode.jpg
鎧塚さんをバブらせたい (2),あおと響,2022-12-31,コンパス,,,2,,http://yurinavi.com/2022/12/27/yoroidukasan-2/,http://yurinavi.com/wp-content/uploads/2022/12/yoroidukasanwo-2.jpg
君の為だけの首輪 (3),あおと響,2022-12-31,コンパス,,,3,,http://yurinavi.com/2022/12/27/kiminotamedakeno-3/,http://yurinavi.com/wp-content/uploads/2022/12/kiminotamedakeno-3.jpg
クズ浪人生、人生が辛いので夜のお姉さんを呼んでみた (3),こすずめ,2022-11-01,GANMA,,,3,,http://yurinavi.com/2022/11/02/kuzurouninsei-3/,http://yurinavi.com/wp-content/uploads/2022/11/kuzurouninsei-3.jpg
くま クマ 熊 ベアー (9),せるげい / くまなの,2022-11-04,生活社,PASH,,9,,http://yurinavi.com/2022/10/10/kumabea-comic-9/,http://yurinavi.com/wp-content/uploads/2022/10/kumabea-comic-9.jpg
貴方に愛を 貴女に華を,せきはら,2022-11-04,大洋図書,LiLy Love,,1,True,http://yurinavi.com/2022/10/25/anataniaiwo/,http://yurinavi.com/wp-content/uploads/2022/10/anataniaiwo.jpg
突然何となく隣の席の同僚とイチャつきたくなりました。,三浦コズミ,2022-11-04,ブリック,BLIC-GL,,1,True,http://yurinavi.com/2022/11/03/totsuzen-nantonaku-2/,http://yurinavi.com/wp-content/uploads/2022/11/totsuzen-nantonaku-2.jpg
女同士とかありえないでしょと言い張る女の子を、百日間で徹底的に落とす百合のお話 (3),みかみてれん / かやこ,2022-11-07,スクエニ,ガンガン,,3,,http://yurinavi.com/2022/10/10/arioto-comic-3/,http://yurinavi.com/wp-content/uploads/2022/10/arioto-comic-3.jpg
Do It Yourself!! -どぅー・いっと・ゆあせるふ- (1),こゆびた べる,2022-11-07,スクエニ,ガンガン,,1,,http://yurinavi.com/2022/10/11/do-it-yourself-1/,http://yurinavi.com/wp-content/uploads/2022/10/do-it-yourself-1.jpg
声がだせない少女は「彼女が優しすぎる」と思っている (9),矢村いち,2022-11-08,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,9,,http://yurinavi.com/2022/10/11/koekano-9/,http://yurinavi.com/wp-content/uploads/2022/10/koekano-9.jpg
腹ペコ聖女とまんぷく魔女の異世界スローライフ！(2),蛙田アメコ / 冬野なべ,2022-11-08,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,2,,http://yurinavi.com/2022/10/11/harapekoseijyo-comic-2/,http://yurinavi.com/wp-content/uploads/2022/10/harapekoseijyo-comic-2.jpg
お仕事×バディ 百合アンソロジーコミック①,アンソロジー,2022-11-08,ﾌﾞｼﾛｰﾄﾞ,ラテコミ,,1,True,http://yurinavi.com/2022/11/09/oshigoto-buddy-1/,http://yurinavi.com/wp-content/uploads/2022/11/oshigoto-buddy.jpg
小林さんちのメイドラゴン (13),クール教信者,2022-11-10,双葉社,ｱｸｼｮﾝ,,13,,http://yurinavi.com/2022/10/12/meidoragon-13/,http://yurinavi.com/wp-content/uploads/2022/10/meidora-13.jpg
ゆるキャン△ (14),あfろ,2022-11-10,芳文社,きらら,,14,,http://yurinavi.com/2022/10/12/yurukyan-14/,http://yurinavi.com/wp-content/uploads/2022/10/yurukyan-14.jpg
スローループ (7),うちのまいこ,2022-11-10,芳文社,きらら,,7,,http://yurinavi.com/2022/10/12/slow-loop-7/,http://yurinavi.com/wp-content/uploads/2022/10/slow-loop-7.jpg
ももいろモンタージュ (1),まめ猫,2022-11-10,芳文社,きらら,,1,,http://yurinavi.com/2022/10/12/momoiro-1/,http://yurinavi.com/wp-content/uploads/2022/10/momoiro-montage-1.jpg
私のジャンルに「神」がいます (3),真田 つづる,2022-11-10,カドカワ,,,3,,http://yurinavi.com/2022/10/24/jyankami-3/,http://yurinavi.com/wp-content/uploads/2022/10/jyankami-3.jpg
ゆりでなる♡えすぽわーる (4),なおいまい,2022-11-11,徳間書店,リュウ,,4,,http://yurinavi.com/2022/10/11/yuripowa-4/,http://yurinavi.com/wp-content/uploads/2022/10/yuridenaru-4.jpg
